,ID,Year,GHG,Type,Province,District,Treatment_Group
678,G10938,2019,17609.4159,Fossil-fuel electric power generation,British Columbia,Masset,0
679,G10939,2019,23529.9072,Softwood veneer and plywood mills,British Columbia,Delta,0
680,G10940,2019,12326.154,Oil and gas extraction (except oil sands),British Columbia,British Columbia,0
681,G10941,2019,10709.214,Oil and gas extraction (except oil sands),British Columbia,British Columbia,0
682,G10942,2019,12610.5242,Oil and gas extraction (except oil sands),British Columbia,Dawson Creek,0
683,G10944,2019,38091.0993,Oil and gas extraction (except oil sands),British Columbia,Dawson Creek,0
684,G10945,2019,42845.4809,Oil and gas extraction (except oil sands),British Columbia,Dawson Creek,0
685,G10946,2019,9970.422,Oil and gas extraction (except oil sands),British Columbia,Dawson Creek,0
686,G10947,2019,25391.7411,Oil and gas extraction (except oil sands),British Columbia,Dawson Creek,0
687,G10948,2019,16218.5165,Oil and gas extraction (except oil sands),British Columbia,British Columbia,0
688,G10949,2019,31944.531,Sugar manufacturing,British Columbia,Vancouver,0
689,G10950,2019,11248.4775,Oil and gas extraction (except oil sands),British Columbia,Martin Creek,0
690,G10952,2019,26085.0777,Softwood veneer and plywood mills,British Columbia,Kamloops,0
691,G10953,2019,21626.9668,Sawmills (except shingle and shake mills),British Columbia,Lavington,0
692,G10954,2019,13411.00343,Other food crops grown under cover,British Columbia,Delta,0
693,G10955,2019,31288.83741,Other animal food manufacturing,British Columbia,Vancouver,0
694,G10957,2019,30459.09,Softwood veneer and plywood mills,British Columbia,"Annacis Island, Delta",0
695,G10958,2019,11059.985,Petroleum and petroleum products merchant wholesalers,British Columbia,Port Moody,0
696,G10959,2019,25371.824,Oil and gas extraction (except oil sands),British Columbia,British Columbia,0
697,G10960,2019,10802.937,Oil and gas extraction (except oil sands),British Columbia,British Columbia,0
698,G10961,2019,13570.3455,Oil and gas extraction (except oil sands),British Columbia,British Columbia,0
699,G10962,2019,10905.7,Waste treatment and disposal,Alberta,Fort McMurray,1
700,G10963,2019,49601.206,Oil and gas extraction (except oil sands),Alberta,Wroe,1
701,G10964,2019,17288.4482,Oil and gas extraction (except oil sands),British Columbia,British Columbia,0
702,G10966,2019,14251.38,Oil and gas extraction (except oil sands),British Columbia,British Columbia,0
703,G10968,2019,32561.34,Oil and gas extraction (except oil sands),British Columbia,British Columbia,0
704,G10969,2019,12904.582,Oil and gas extraction (except oil sands),British Columbia,British Columbia,0
705,G10971,2019,10659.659,Oil and gas extraction (except oil sands),British Columbia,British Columbia,0
706,G10973,2019,12402.066,Oil and gas extraction (except oil sands),British Columbia,British Columbia,0
707,G10974,2019,29670.88359,Oil and gas extraction (except oil sands),British Columbia,Dawson Creek,0
708,G10975,2019,33594.3547,Waste treatment and disposal,Ontario,Ottawa,0
709,G10976,2019,16270.238,Oil and gas extraction (except oil sands),Alberta,Township 050,1
710,G10977,2019,19245.011,Oil and gas extraction (except oil sands),Alberta,Township 052,1
711,G10978,2019,16259.77,Oil and gas extraction (except oil sands),Alberta,Wapiti,1
712,G10979,2019,13646.305,Oil and gas extraction (except oil sands),Alberta,Township 051,1
713,G10980,2019,12990.748,Oil and gas extraction (except oil sands),Alberta,Alberta,1
714,G10981,2019,21081.17745,Oil and gas extraction (except oil sands),Alberta,Amundson,1
715,G10982,2019,11014.6453,"Coating, engraving, cold and heat treating and allied activities",Ontario,Kitchener,0
716,G10983,2019,10796.58544,Artificial and synthetic fibres and filaments manufacturing,Ontario,Ottawa,0
717,G10985,2019,19085.255,All other basic inorganic chemical manufacturing,Alberta,Gibbons,1
718,G10986,2019,32226.84816,Semiconductor and other electronic component manufacturing,Quebec,Bromont,0
719,G10987,2019,4350.7509,Other major appliance manufacturing,Quebec,Montréal-Est,0
720,G10989,2019,11313.2448,All other non-metallic mineral product manufacturing,Alberta,Edmonton,1
721,G10991,2019,8982.722453,Other basic organic chemical manufacturing,Ontario,Hamilton,0
722,G10992,2019,11370.7475,Oil and gas extraction (except oil sands),Alberta,Alberta,1
723,G10993,2019,10089.444,Oil and gas extraction (except oil sands),Alberta,Alberta,1
724,G10994,2019,48404.472,Other petroleum and coal product manufacturing,Ontario,Breslau,0
725,G10997,2019,10777.849,Oil and gas extraction (except oil sands),Alberta,Alberta,1
726,G10998,2019,24875.33,All other food manufacturing,Manitoba,Carberry,0
727,G10999,2019,9119.2614,Oil and gas extraction (except oil sands),Alberta,Jenner,1
728,G11000,2019,15099.37158,Oil and gas extraction (except oil sands),Alberta,Slave Lake,1
729,G11001,2019,11530.5045,Oil and gas extraction (except oil sands),Alberta,Brooks,1
730,G11002,2019,11004.9605,Oil and gas extraction (except oil sands),Alberta,Alberta,1
731,G11003,2019,32350.89,Oil and gas extraction (except oil sands),Alberta,Alberta,1
732,G11005,2019,12137.661,Oil and gas extraction (except oil sands),Alberta,Alberta,1
733,G11006,2019,10312.578,Oil and gas extraction (except oil sands),Alberta,Alberta,1
734,G11007,2019,15362.077,Breweries,Quebec,Montréal,0
735,G11008,2019,29535.0783,Defence services,Nova Scotia,Halifax,0
736,G11009,2019,13777.03268,All other non-metallic mineral product manufacturing,Ontario,Toronto,0
737,G11010,2019,33476.12743,Oil and gas extraction (except oil sands),Alberta,Hussar,1
738,G11011,2019,15732.6334,Oil and gas extraction (except oil sands),Alberta,Obed,1
739,G11012,2019,21907.905,Oil and gas extraction (except oil sands),Alberta,Edson,1
740,G11013,2019,12006.6208,Pharmaceutical and medicine manufacturing,Ontario,Toronto,0
741,G11014,2019,15788.52,Asphalt shingle and coating material manufacturing,Quebec,LaSalle,0
742,G11015,2019,18273.7826,Scheduled air transportation,Alberta,Calgary,1
743,G11016,2019,19093.3623,Defence services,Alberta,Edmonton,1
744,G11017,2019,14914.2785,Oil and gas extraction (except oil sands),Alberta,Leduc,1
745,G11018,2019,23035.33984,Paper (except newsprint) mills,Ontario,St. Catharines,0
746,G11019,2019,18061.621,Sanitary paper product manufacturing,Ontario,Belleville,0
747,G11020,2019,24047.7929,"Aluminum rolling, drawing, extruding and alloying",Ontario,Brampton,0
748,G11021,2019,13609.3957,Oilseed processing,Manitoba,Ste. Agathe,0
749,G11022,2019,34264.0,Oil and gas extraction (except oil sands),Alberta,Calgary,1
750,G11025,2019,29101.798,"All other professional, scientific and technical services",Ontario,Chalk River,0
751,G11026,2019,15653.621,Breweries,Ontario,Toronto,0
752,G11027,2019,35720.1584,Defence services,Ontario,Petawawa,0
753,G11028,2019,26966.9533,Rendering and meat processing from carcasses,Ontario,Moorefield,0
754,G11029,2019,15570.017,Oil and gas extraction (except oil sands),Alberta,Tilley,1
755,G11030,2019,15753.835,Oil and gas extraction (except oil sands),Alberta,Edmonton,1
756,G11031,2019,13520.3084,Defence services,British Columbia,Victoria,0
757,G11032,2019,10171.564,Resin and synthetic rubber manufacturing,Quebec,Baie D'Urfé,0
758,G11034,2019,10710.95644,Particle board and fibreboard mills,Ontario,Pembroke,0
759,G11036,2019,21611.8941,Defence services,New Brunswick,Oromocto,0
760,G11037,2019,11902.993,Oil and gas extraction (except oil sands),Alberta,Alberta,1
761,G11038,2019,17377.89019,Oil and gas extraction (except oil sands),British Columbia,Conroy,0
762,G11039,2019,8045.24987,Waste treatment and disposal,Quebec,Lévis,0
763,G11041,2019,29667.794,Poultry processing,Ontario,Brampton,0
764,G11042,2019,12984.1475,"Aluminum rolling, drawing, extruding and alloying",Ontario,Mississauga,0
765,G11043,2019,22580.48,Rice milling and malt manufacturing,Ontario,Thunder Bay,0
766,G11044,2019,10418.13528,Rice milling and malt manufacturing,Quebec,Montréal,0
767,G11045,2019,14207.3,Oil and gas extraction (except oil sands),Alberta,Steen River,1
768,G11046,2019,12581.231,"Copper rolling, drawing, extruding and alloying",Ontario,London,0
769,G11047,2019,18887.62853,Sewage treatment facilities,Alberta,Fort Saskatchewan,1
770,G11048,2019,17773.83361,Resin and synthetic rubber manufacturing,Quebec,Montréal-Est,0
771,G11049,2019,48065.48507,Petroleum refineries,Saskatchewan,Moose Jaw,0
772,G11050,2019,76.8175,Paint and coating manufacturing,Quebec,Laval,0
773,G11051,2019,9699.02,Steam and air-conditioning supply,Ontario,Hamilton,0
774,G11052,2019,10012.57725,"Butter, cheese, and dry and condensed dairy product manufacturing",Quebec,Beauceville,0
775,G11053,2019,22677.2959,"Butter, cheese, and dry and condensed dairy product manufacturing",Quebec,Granby,0
776,G11054,2019,17069.33038,"Butter, cheese, and dry and condensed dairy product manufacturing",Quebec,Notre-Dame-du-Bon-Conseil,0
777,G11055,2019,12904.5258,"Butter, cheese, and dry and condensed dairy product manufacturing",Quebec,Plessisville,0
778,G11056,2019,22130.0977,Glass manufacturing,Alberta,Innisfail,1
779,G11057,2019,39298.18,Waste treatment and disposal,Alberta,Red Deer,1
780,G11058,2019,26632.593,Universities,Nova Scotia,Halifax,0
781,G11059,2019,25041.501,Other motor vehicle parts manufacturing,Ontario,St Thomas,0
782,G11060,2019,15010.426,Plastic film and sheet manufacturing,Ontario,Cambridge,0
783,G11061,2019,9245.379035,Rendering and meat processing from carcasses,Quebec,Sainte-Catherine,0
784,G11064,2019,28507.8716,Paper (except newsprint) mills,Quebec,Temiscouata-sur-le-Lac,0
785,G11065,2019,7162.1512,Waste treatment and disposal,Ontario,Walpole,0
786,G11066,2019,20731.3113,Defence services,Ontario,Borden,0
787,G11067,2019,15515.1444,Other support activities for air transportation,Quebec,Dorval,0
788,G11069,2019,13437.19258,General (except paediatric) hospitals,Alberta,Red Deer,1
789,G11070,2019,13669.99492,Alkali and chlorine manufacturing,Saskatchewan,Saskatoon,0
790,G11071,2019,11115.5381,Defence services,Nova Scotia,Greenwood,0
791,G11072,2019,20654.9913,Defence services,Newfoundland and Labrador,Happy Valley-Goose Bay,0
792,G11073,2019,22086.512,Particle board and fibreboard mills,Ontario,Huntsville,0
793,G11074,2019,13551.6666,Resin and synthetic rubber manufacturing,Alberta,Edmonton,1
794,G11075,2019,13671.8987,Animal (except poultry) slaughtering,Quebec,St-Esprit,0
795,G11076,2019,25697.6802,Animal (except poultry) slaughtering,Manitoba,Brandon,0
796,G11078,2019,18815.141,Oil and gas extraction (except oil sands),Alberta,Alberta,1
797,G11079,2019,63955.58126,Animal (except poultry) slaughtering,Alberta,High River,1
798,G11081,2019,90953.393,Wet corn milling,Ontario,Cardinal,0
799,G11082,2019,19104.695,Sewage treatment facilities,Ontario,Mississauga,0
800,G11084,2019,15539.432,All other converted paper product manufacturing,Ontario,Brantford,0
801,G11085,2019,10170.0826,Glass product manufacturing from purchased glass,Saskatchewan,Moose Jaw,0
802,G11086,2019,21829.917,"Copper rolling, drawing, extruding and alloying",Quebec,Montréal-Est,0
803,G11087,2019,13865.55,Other federal government public administration,Ontario,Ottawa,0
804,G11088,2019,40.973,Other federal government public administration,Ontario,Ottawa,0
805,G11091,2019,11431.783,Oil and gas extraction (except oil sands),Alberta,Valhalla,1
806,G11092,2019,24014.2522,Paperboard mills,Ontario,Brantford,0
807,G11093,2019,31758.0,Waste treatment and disposal,Ontario,Milton,0
808,G11094,2019,26572.405,Paperboard mills,Ontario,Trenton,0
809,G11095,2019,18790.9728,Cold-rolled steel shape manufacturing,Quebec,Marieville,0
810,G11096,2019,11734.2335,Oil and gas extraction (except oil sands),Saskatchewan,Kisbey,0
811,G11097,2019,30138.5533,Other basic organic chemical manufacturing,Ontario,Hamilton,0
812,G11098,2019,12434.36812,All other miscellaneous manufacturing,Quebec,Coteau du Lac,0
813,G11100,2019,25564.33,Oil and gas extraction (except oil sands),Alberta,Alberta,1
814,G11102,2019,21188.71805,Tire manufacturing,Ontario,Napanee,0
815,G11103,2019,16565.92,"Aluminum rolling, drawing, extruding and alloying",Ontario,London,0
816,G11104,2019,22120.2836,"Butter, cheese, and dry and condensed dairy product manufacturing",Quebec,Victoriaville,0
817,G11105,2019,21386.76,"Butter, cheese, and dry and condensed dairy product manufacturing",Ontario,Winchester,0
818,G11106,2019,32837.272,Paperboard mills,Ontario,Napanee,0
819,G11107,2019,17818.6569,Oil and gas extraction (except oil sands),Alberta,Beiseker,1
820,G11108,2019,14711.2102,Oil and gas extraction (except oil sands),Alberta,Joffre,1
821,G11109,2019,18393.512,Particle board and fibreboard mills,Quebec,Pont-Rouge,0
822,G11111,2019,25045.14,Frozen food manufacturing,Alberta,Coaldale,1
823,G11112,2019,44758.304,Oil and gas extraction (except oil sands),Alberta,Alberta,1
824,G11113,2019,21882.15722,All other basic inorganic chemical manufacturing,Quebec,Montréal-Est,0
825,G11114,2019,1348.900052,"Highway, street and bridge construction",Alberta,Drayton Valley,1
826,G11115,2019,13248.569,Animal (except poultry) slaughtering,Ontario,Guelph,0
827,G11116,2019,10521.18,All other food manufacturing,Quebec,Montréal,0
828,G11119,2019,16964.9,"Coating, engraving, cold and heat treating and allied activities",Ontario,Etobicoke,0
829,G11120,2019,20532.6728,Defence services,Ontario,Astra,0
830,G11121,2019,11232.209,Wood preservation,Alberta,Cochrane,1
831,G11122,2019,17663.6116,Defence services,Ontario,Kingston,0
832,G11123,2019,11854.422,Paper (except newsprint) mills,Quebec,Sherbrooke,0
833,G11124,2019,29321.9386,Cold-rolled steel shape manufacturing,Ontario,Hamilton,0
834,G11125,2019,30371.8219,Rendering and meat processing from carcasses,Quebec,Lévis,0
835,G11126,2019,23666.78,Non-ferrous metal foundries (except die-casting),Ontario,Windsor,0
836,G11127,2019,19521.5935,Defence services,Alberta,Cold Lake,1
837,G11128,2019,15439.11223,Steel wire drawing,Quebec,Marieville,0
838,G11129,2019,16117.0406,All other miscellaneous chemical product manufacturing,Ontario,Niagara Falls,0
839,G11130,2019,49192.45,Waste treatment and disposal,Alberta,Swan Hills,1
840,G11131,2019,14977.4884,Oil and gas extraction (except oil sands),Alberta,Alberta,1
841,G11132,2019,38072.6135,Automobile and light-duty motor vehicle manufacturing,Ontario,Ingersoll,0
842,G11133,2019,13149.73,Paper bag and coated and treated paper manufacturing,Ontario,Brockville,0
843,G11134,2019,47284.34168,Universities,Ontario,Kingston,0
844,G11135,2019,30165.3572,Frozen food manufacturing,Manitoba,Portage La Prairie,0
845,G11136,2019,39609.12,Frozen food manufacturing,Manitoba,Portage La Prairie,0
846,G11137,2019,22701.76892,Oil and gas extraction (except oil sands),Alberta,Calling Lake,1
847,G11138,2019,22692.23197,Oil and gas extraction (except oil sands),Alberta,Edson,1
848,G11139,2019,14507.11416,Oil and gas extraction (except oil sands),Alberta,Edson,1
849,G11140,2019,12540.01931,All other converted paper product manufacturing,Nova Scotia,Hantsport,0
850,G11142,2019,42759.149,Universities,Ontario,Hamilton,0
851,G11144,2019,27037.7717,Oil and gas extraction (except oil sands),Alberta,Nordegg,1
852,G11145,2019,24367.29815,Oil and gas extraction (except oil sands),Alberta,Sylvan Lake,1
853,G11146,2019,10007.22,Oil and gas extraction (except oil sands),Alberta,Alberta,1
854,G11148,2019,14058.869,Oil and gas extraction (except oil sands),British Columbia,British Columbia,0
855,G11150,2019,14970.814,Oil and gas extraction (except oil sands),Saskatchewan,Glen Ewen,0
856,G11151,2019,16423.967,"Laminated plastic plate, sheet (except packaging), and shape manufacturing",Quebec,Saint-Jean-sur-Richelieu,0
857,G11152,2019,22944.8431,Universities,Quebec,Québec,0
858,G11153,2019,15577.9951,Defence services,Alberta,Ralston,1
859,G11155,2019,16754.451,Oil and gas extraction (except oil sands),Alberta,Alberta,1
860,G11156,2019,35748.539,Distilleries,Manitoba,Gimli,0
861,G11158,2019,15130.43476,Paper (except newsprint) mills,Ontario,Huntsville,0
862,G11159,2019,23403.283,Steam and air-conditioning supply,Ontario,Markham,0
863,G11161,2019,62636.882,General (except paediatric) hospitals,Alberta,Calgary,1
864,G11162,2019,23986.25,Waste collection,Ontario,Mississauga,0
865,G11163,2019,10309.8799,Oil and gas extraction (except oil sands),Alberta,Yellowhead County,1
866,G11164,2019,11263.5862,Oil and gas extraction (except oil sands),Alberta,Pincher Creek,1
867,G11165,2019,14476.958,All other basic inorganic chemical manufacturing,Ontario,Blind River,0
868,G11166,2019,12639.793,Oil and gas extraction (except oil sands),Alberta,Bonnyville,1
869,G11167,2019,18163.027,Breweries,Quebec,LaSalle,0
870,G11168,2019,12989.699,Oil and gas extraction (except oil sands),Alberta,Niton,1
871,G11171,2019,21079.3721,Sewage treatment facilities,Saskatchewan,Saskatoon,0
872,G11172,2019,41273.343,Automobile and light-duty motor vehicle manufacturing,Ontario,Woodstock,0
873,G11173,2019,35105.44146,Oilseed processing,Manitoba,Altona,0
874,G11174,2019,14943.8692,Oilseed processing,Alberta,Sturgeon County,1
875,G11175,2019,30391.6213,Oilseed processing,Manitoba,Harrowby,0
876,G11176,2019,20086.929,Paper (except newsprint) mills,Quebec,Dolbeau-Mistassini,0
877,G11177,2019,19733.742,Oil and gas extraction (except oil sands),Alberta,Sturgeon Lake,1
878,G11178,2019,15848.737,Oil and gas extraction (except oil sands),Alberta,Alberta,1
879,G11179,2019,14443.11,Oil and gas extraction (except oil sands),Alberta,Swan Hills,1
880,G11180,2019,28434.5391,Oil and gas extraction (except oil sands),Alberta,na,1
881,G11181,2019,9695.253,Oil and gas extraction (except oil sands),Alberta,Alberta,1
882,G11182,2019,10751.732,Oil and gas extraction (except oil sands),Alberta,Redwater,1
883,G11183,2019,11691.476,Oil and gas extraction (except oil sands),Alberta,Bonnyville,1
884,G11184,2019,17253.767,Oil and gas extraction (except oil sands),Manitoba,Manitoba,0
885,G11186,2019,27635.4968,Oilseed processing,Saskatchewan,Nipawin,0
886,G11187,2019,11242.76569,Oil and gas extraction (except oil sands),Alberta,Cypress County,1
887,G11190,2019,14999.374,Oil and gas extraction (except oil sands),Alberta,Alberta,1
888,G11191,2019,11533.592,Oil and gas extraction (except oil sands),British Columbia,British Columbia,0
889,G11192,2019,10410.632,Oil and gas extraction (except oil sands),Alberta,Alberta,1
890,G11195,2019,14288.365,Oil and gas extraction (except oil sands),Alberta,Alberta,1
891,G11196,2019,22750.281,Oil and gas extraction (except oil sands),Alberta,Alberta,1
892,G11200,2019,33592.008,Oil and gas extraction (except oil sands),Alberta,Alberta,1
893,G11203,2019,16433.967,Waste treatment and disposal,Quebec,Frampton,0
894,G11204,2019,10387.127,Oil and gas extraction (except oil sands),Alberta,Alberta,1
895,G11205,2019,16965.11,Oil and gas extraction (except oil sands),Alberta,Alberta,1
896,G11206,2019,15093.375,Short-haul freight rail transportation,Quebec,La Baie,0
897,G11207,2019,24727.9947,Oil and gas extraction (except oil sands),British Columbia,Dawson Creek,0
898,G11208,2019,52625.939,Newsprint mills,Quebec,Gatineau,0
899,G11209,2019,13475.844,Fossil-fuel electric power generation,Quebec,Kuujjuaq,0
900,G11210,2019,10287.866,Fossil-fuel electric power generation,Quebec,Obedjiwan,0
901,G11211,2019,27433.7673,Waste treatment and disposal,Manitoba,Winnipeg,0
902,G11212,2019,29393.00844,Newsprint mills,Ontario,Kapuskasing,0
903,G11213,2019,76185.5938,Oil and gas extraction (except oil sands),Saskatchewan,Cactus Lake,0
904,G11215,2019,23268.9373,Oil and gas extraction (except oil sands),Saskatchewan,Weyburn,0
905,G11216,2019,24668.8475,Oil and gas extraction (except oil sands),Alberta,Consort,1
906,G11217,2019,14309.817,Oil and gas extraction (except oil sands),Alberta,Swan Hills,1
907,G11220,2019,11042.6798,Industrial gas manufacturing,Ontario,Hamilton,0
908,G11221,2019,31697.03289,Paper (except newsprint) mills,Quebec,Candiac,0
909,G11222,2019,10354.13472,Oil and gas extraction (except oil sands),Alberta,Alberta,1
910,G11225,2019,31087.937,Paperboard mills,Quebec,East Angus,0
911,G11226,2019,18658.542,Oil and gas extraction (except oil sands),Alberta,Alberta,1
912,G11227,2019,12457.4193,Softwood veneer and plywood mills,British Columbia,Armstrong,0
913,G11228,2019,11284.0874,Sawmills (except shingle and shake mills),British Columbia,Williams Lake,0
914,G11229,2019,16313.75744,Sanitary paper product manufacturing,Quebec,Kingsey Falls,0
915,G11231,2019,28725.3607,Iron and steel mills and ferro-alloy manufacturing,Quebec,Longueuil,0
916,G11232,2019,29521.0677,Oil and gas extraction (except oil sands),Alberta,Calgary,1
917,G11233,2019,22807.12,Sewage treatment facilities,Alberta,Calgary,1
918,G11234,2019,12634.555,Sewage treatment facilities,Ontario,London,0
919,G11235,2019,19248.056,Sawmills (except shingle and shake mills),Alberta,Drayton Valley,1
920,G11236,2019,21735.6991,Chemical fertilizer (except potash) manufacturing,Alberta,Lacombe County,1
921,G11237,2019,15020.079,Newsprint mills,Quebec,Baie-Comeau,0
922,G11238,2019,17045.498,Oil and gas extraction (except oil sands),Alberta,Fairview,1
923,G11239,2019,15655.12,Other animal food manufacturing,Alberta,Calgary,1
924,G11240,2019,16392.866,Other animal food manufacturing,Alberta,Edmonton,1
925,G11241,2019,12505.8213,Glass manufacturing,Ontario,Guelph,0
926,G11242,2019,12414.006,Aerospace product and parts manufacturing,Quebec,Longueuil,0
927,G11243,2019,8780.23475,Non-ferrous metal die-casting foundries,Ontario,Toronto,0
928,G11244,2019,7641.3351,Oil and gas extraction (except oil sands),Saskatchewan,Estavan,0
929,G11245,2019,53591.8393,Oil and gas extraction (except oil sands),Saskatchewan,Estevan,0
930,G11247,2019,33539.791,Oil and gas extraction (except oil sands),Alberta,Rocky Mountain House,1
931,G11249,2019,27808.967,Oil and gas extraction (except oil sands),Alberta,Drayton Valley,1
932,G11250,2019,20127.709,Oil and gas extraction (except oil sands),Alberta,Drayton Valley,1
933,G11251,2019,19986.4755,Softwood veneer and plywood mills,Alberta,Edmonton,1
934,G11252,2019,23463.1607,Oil and gas extraction (except oil sands),Saskatchewan,Nottingham,0
935,G11253,2019,51504.7125,Oil and gas extraction (except oil sands),Alberta,Edson,1
936,G11256,2019,18130.335,Particle board and fibreboard mills,Nova Scotia,East River,0
937,G11257,2019,23064.933,Oil and gas extraction (except oil sands),Alberta,Turin,1
938,G11258,2019,18810.509,Oil and gas extraction (except oil sands),Alberta,Swan Hills,1
939,G11260,2019,42894.99,Oil and gas extraction (except oil sands),Alberta,Whitecourt,1
940,G11262,2019,19412.664,Oil and gas extraction (except oil sands),Alberta,Alberta,1
941,G11263,2019,16081.9428,Oil and gas extraction (except oil sands),Alberta,Greenview No. 16,1
942,G11264,2019,10682.3662,Oil and gas extraction (except oil sands),Alberta,Greenview,1
943,G11265,2019,20494.02,Oil and gas extraction (except oil sands),Alberta,Alberta,1
944,G11266,2019,20373.153,Oil and gas extraction (except oil sands),Alberta,Alberta,1
945,G11267,2019,10572.705,Oil and gas extraction (except oil sands),Alberta,Alberta,1
946,G11268,2019,11975.145,Oil and gas extraction (except oil sands),Alberta,Alberta,1
947,G11269,2019,15277.933,Oil and gas extraction (except oil sands),Alberta,Alberta,1
948,G11270,2019,21852.69,Oil and gas extraction (except oil sands),Alberta,Alberta,1
949,G11271,2019,19296.7,Oil and gas extraction (except oil sands),Alberta,Alberta,1
950,G11272,2019,13113.258,Oil and gas extraction (except oil sands),Alberta,Alberta,1
951,G11274,2019,11195.028,Oil and gas extraction (except oil sands),Alberta,Alberta,1
952,G11275,2019,33714.02657,Oil and gas extraction (except oil sands),Alberta,Alberta,1
953,G11276,2019,20242.08,Oil and gas extraction (except oil sands),Alberta,Alberta,1
954,G11277,2019,20681.806,Oil and gas extraction (except oil sands),Alberta,Alberta,1
955,G11279,2019,14728.192,Oil and gas extraction (except oil sands),Alberta,Alberta,1
956,G11280,2019,10990.7363,Oil and gas extraction (except oil sands),Alberta,Alberta,1
957,G11281,2019,19347.5179,Oil and gas extraction (except oil sands),Alberta,Alberta,1
958,G11283,2019,15444.75,Oil and gas extraction (except oil sands),Alberta,Grande Prairie,1
959,G11284,2019,12273.9589,Oil and gas extraction (except oil sands),Alberta,Alberta,1
960,G11285,2019,17065.039,Oil and gas extraction (except oil sands),Alberta,Alberta,1
961,G11286,2019,12502.846,Oil and gas extraction (except oil sands),Alberta,Alberta,1
962,G11287,2019,19547.9,Oil and gas extraction (except oil sands),Alberta,Cassils,1
963,G11288,2019,23102.626,Oil and gas extraction (except oil sands),Alberta,Alberta,1
964,G11290,2019,10364.433,Oil and gas extraction (except oil sands),Alberta,Alberta,1
965,G11293,2019,18372.147,Oil and gas extraction (except oil sands),Alberta,Alberta,1
966,G11294,2019,14131.844,Oil and gas extraction (except oil sands),Alberta,Alberta,1
967,G11296,2019,12144.392,Oil and gas extraction (except oil sands),Alberta,Alberta,1
968,G11297,2019,22824.832,Oil and gas extraction (except oil sands),Alberta,Alberta,1
969,G11300,2019,10939.133,Oil and gas extraction (except oil sands),Alberta,Alberta,1
970,G11301,2019,12985.662,Oil and gas extraction (except oil sands),Alberta,Alberta,1
971,G11302,2019,14569.45,Waste treatment and disposal,Ontario,Blenheim,0
972,G11303,2019,44841.7104,Oil and gas extraction (except oil sands),Alberta,Alberta,1
973,G11304,2019,16287.4574,Oil and gas extraction (except oil sands),Alberta,Alberta,1
974,G11307,2019,18538.69,Oil and gas extraction (except oil sands),Alberta,Alberta,1
975,G11308,2019,11232.096,Oil and gas extraction (except oil sands),Alberta,Alberta,1
976,G11309,2019,22348.205,Oil and gas extraction (except oil sands),Alberta,Alberta,1
977,G11310,2019,14607.334,Oil and gas extraction (except oil sands),Alberta,La Corey,1
978,G11311,2019,14224.57,Oil and gas extraction (except oil sands),Alberta,Alberta,1
979,G11315,2019,67727.30004,Automobile and light-duty motor vehicle manufacturing,Ontario,Windsor,0
980,G11319,2019,22393.2945,Non-ferrous metal (except aluminum) smelting and refining,Ontario,Port Hope,0
981,G11320,2019,13673.33,Oil and gas extraction (except oil sands),Alberta,Alberta,1
982,G11322,2019,51874.39348,General (except paediatric) hospitals,Ontario,London,0
983,G11325,2019,22038.5245,Other basic organic chemical manufacturing,Saskatchewan,UNITY,0
984,G11326,2019,33461.6984,Oil and gas extraction (except oil sands),Alberta,Hinton,1
985,G11327,2019,56179.9519,Oil and gas extraction (except oil sands),Alberta,Hinton,1
986,G11328,2019,10882.186,Oil and gas extraction (except oil sands),Alberta,Wrentham,1
987,G11330,2019,31269.37987,Oil and gas extraction (except oil sands),Alberta,Bragg Creek,1
988,G11335,2019,16576.35,Animal (except poultry) slaughtering,Alberta,Red Deer,1
989,G11336,2019,19686.302,Copper-zinc ore mining,Quebec,Matagami,0
990,G11337,2019,19114.70738,Waste treatment and disposal,Alberta,Camrose,1
991,G11339,2019,21645.0,Waste treatment and disposal,Ontario,West Lincoln,0
992,G11340,2019,30656.5,Waste treatment and disposal,Ontario,Fort Erie,0
993,G11341,2019,13630.975,Waste treatment and disposal,Ontario,Port Colborne,0
994,G11342,2019,12000.5851,Oil and gas extraction (except oil sands),Alberta,na,1
995,G11343,2019,11717.5364,Oil and gas extraction (except oil sands),Alberta,na,1
996,G11344,2019,21768.6376,Oil and gas extraction (except oil sands),Alberta,na,1
997,G11345,2019,39522.84474,Oil and gas extraction (except oil sands),Alberta,Clearwater County,1
998,G11347,2019,10578.15,Oil and gas extraction (except oil sands),Alberta,Alberta,1
999,G11348,2019,14792.973,Oil and gas extraction (except oil sands),British Columbia,Groundbirch,0
1000,G11349,2019,21129.381,Oil and gas extraction (except oil sands),Alberta,Alberta,1
1001,G11351,2019,27175.513,Oil and gas extraction (except oil sands),British Columbia,British Columbia,0
1002,G11353,2019,10792.098,Oil and gas extraction (except oil sands),Saskatchewan,Saskatchewan,0
1003,G11354,2019,36554.605,Oil and gas extraction (except oil sands),Saskatchewan,Kerrobert,0
1004,G11357,2019,20105.0419,Oil and gas extraction (except oil sands),British Columbia,Fort St. John,0
1005,G11360,2019,29664.945,Oil and gas extraction (except oil sands),British Columbia,Taylor,0
1006,G11361,2019,10475.16494,Iron and steel pipes and tubes manufacturing from purchased steel,Ontario,Welland,0
1007,G11362,2019,16553.945,Asphalt shingle and coating material manufacturing,Alberta,Edmonton,1
